0.000000,0.000000,101.850000
0.000000,0.250000,103.425000
0.000000,0.500000,105.000000
0.000000,0.750000,105.000000
0.000000,1.000000,105.000000
1820.333333,0.000000,90.863580
1820.333333,0.250000,92.376235
1820.333333,0.500000,93.888889
1820.333333,0.750000,95.401543
1820.333333,1.000000,96.914198
3640.666667,0.000000,79.926543
3640.666667,0.250000,81.352160
3640.666667,0.500000,82.777778
3640.666667,0.750000,84.203395
3640.666667,1.000000,85.629012
5461.000000,0.000000,69.038889
5461.000000,0.250000,70.352778
5461.000000,0.500000,71.666667
5461.000000,0.750000,72.980556
5461.000000,1.000000,74.294444
7281.333333,0.000000,58.200617
7281.333333,0.250000,59.378086
7281.333333,0.500000,60.555556
7281.333333,0.750000,61.733025
7281.333333,1.000000,62.910494
9101.666667,0.000000,47.411728
9101.666667,0.250000,48.428086
9101.666667,0.500000,49.444444
9101.666667,0.750000,50.460802
9101.666667,1.000000,51.477160
10922.000000,0.000000,36.672222
10922.000000,0.250000,37.502778
10922.000000,0.500000,38.333333
10922.000000,0.750000,39.163889
10922.000000,1.000000,39.994444
12742.333333,0.000000,25.982099
12742.333333,0.250000,26.602160
12742.333333,0.500000,27.222222
12742.333333,0.750000,27.842284
12742.333333,1.000000,28.462346
14562.666667,0.000000,15.341358
14562.666667,0.250000,15.726235
14562.666667,0.500000,16.111111
14562.666667,0.750000,16.495988
14562.666667,1.000000,16.880864
16383.000000,0.000000,5.000000
16383.000000,0.250000,5.000000
16383.000000,0.500000,5.000000
16383.000000,0.750000,5.125000
16383.000000,1.000000,5.250000
